"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34059","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34059] Report(D000000[0100])","Entity[34059] Report(D000000[0200])","Entity[34059] Report(D000000[0300])","Entity[34059] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00100)", , , , ,"763037", , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00200)", , , , ,"5546", , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00300)", , , , ,"138", , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00400)", ,"4794", , , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00500)", ,"659559", , , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00600)", , ,"240", , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00700)", , ,"33019", , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00800)", ,"1829", , , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(00900)", ,"251634", , , , , , , , , , , , , , 
"hospc_2013_DATA",34059,"D000000","Line(01200)", , , ,"512", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
