"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35987","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35987] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(00100)", ,"4088", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(00400)", ,"145571", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(01100)", ,"149659", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(03000)", ,"2602491", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(03200)", ,"2602491", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(03300)", ,"2752150", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(03400)", ,"147224", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(03600)", ,"3310", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(04100)", ,"382", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(04200)", ,"150916", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(04400)", ,"51363", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(04900)", ,"51363", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(05000)", ,"202279", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(05100)", ,"2549871", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G000000","Line(05800)", ,"2549871", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35987","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35987] Report(G100000[0000])","Entity[35987] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G100000","Line(00100)", ,"2322647", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G100000","Line(00300)", ,"2322647", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G100000","Line(00400)","NET INCOME","227224", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G100000","Line(01000)", ,"227224", , , , , , , , , , , , , , 
"hospc_2013_DATA",35987,"G100000","Line(01100)", ,"2549871", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
