"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34469","S000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final"
 , , , , , , , , , , , 
"Entity[34469] Report(S000000)", , , , , ,"Entity[34469] Report(S000000[0100])","Entity[34469] Report(S000000[0200])","Entity[34469] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",34469,"S000000","Line(00100)", ,"1","05/28/2014","N"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34469","S100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1"
 , , , , , , , , , , , 
"Entity[34469] Report(S100000)", , , , , ,"Entity[34469] Report(S100000[0100])","Entity[34469] Report(S100000[0200])","Entity[34469] Report(S100000[0300])","Entity[34469] Report(S100000[0400])","Entity[34469] Report(S100000[0500])","Entity[34469] Report(S100000[0600])"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00100)", ,"EVERCARE HOSPICE  INC.","536 CHAPEL HILLS DRIVE","COLORADO SPRINGS","CO","80920"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00200)", ,"EL PASO"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00300)", ,"01/25/2007"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00400)", ,"01/25/2007","05/21/2007"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00500)", ,"01/01/2013","12/31/2013"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00600)", ,"061563"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00700)", ,"4"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00800)", ,"20","1", , , ,"21"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(00900)", ,"39128","2113","9001","1157","1068","42309"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01000)", ,"224","7","223","7", ,"231"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01100)", ,"225","24","222","23","1","250"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01200)", ,"39597","2145","9446","1187","1069","42811"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01300)", ,"500","20","162","13","16","536"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01400)", ,"307", , , , ,"307"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01500)", ,"79","107","58","91","67","80"
"HOSPC","hospc_2013_DATA",34469,"S100000","Line(01600)", ,"470","18","154","11","13","501"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
