"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35630","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35630] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00100)", ,"38321", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00400)", ,"24000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00500)", ,"52400", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00600)", ,"15000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00700)", ,"4000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(00900)", ,"2000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(01100)", ,"105721", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(02300)", ,"2000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(02700)", ,"2000", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(03300)", ,"107721", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(03400)", ,"37352", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(03500)", ,"52400", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(03600)", ,"4914", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(04100)", ,"1600", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(04200)", ,"96266", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(05000)", ,"96266", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(05100)", ,"11455", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G000000","Line(05800)", ,"11455", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35630","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35630] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G100000","Line(00100)", ,"11455", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G100000","Line(00300)", ,"11455", , , , , , , , , , , , , , 
"hospc_2013_DATA",35630,"G100000","Line(01100)", ,"11455", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
