"Entity[33868] Report(G000000)", , , , , ,"Entity[33868] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00100)", ,"5796796"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00200)", ,"9805050"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00400)", ,"3539210"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00600)", ,"2945359"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00800)", ,"458061"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(00900)", ,"276846"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(01100)", ,"16930604"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(01200)", ,"651751"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(01500)", ,"17316405"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(01600)", ,"2608017"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(02300)", ,"2024765"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(02400)", ,"1641862"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(02700)", ,"15743042"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(02800)", ,"10613672"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(03200)", ,"10613672"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(03300)", ,"43287318"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(03400)", ,"844716"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(03500)", ,"1943663"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(03700)", ,"220000"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(04200)", ,"3008379"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(04400)", ,"7367256"
"HOSPC","hospc_2013_DATA",33868,"G000000","Line(05100)", ,"32911683"
"Entity[33868] Report(G100000)", , , , ,"Entity[33868] Report(G100000[0000])","Entity[33868] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(00100)", ,"39716555"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(00200)", ,"-6804872"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(00300)", ,"32911683"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(01100)", ,"32911683"
"HOSPC","hospc_2013_DATA",33868,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[33868] Report(G200001)", , , , , ,"Entity[33868] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33868,"G200001","Line(00100)", ,"1045081"
"HOSPC","hospc_2013_DATA",33868,"G200001","Line(00300)", ,"5780500"
"HOSPC","hospc_2013_DATA",33868,"G200001","Line(00400)", ,"2268068"
"HOSPC","hospc_2013_DATA",33868,"G200001","Line(00500)", ,"432044"
"Entity[33868] Report(G200002)", , , , ,"Entity[33868] Report(G200002[0000])","Entity[33868] Report(G200002[0100])","Entity[33868] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(00100)", , ,"15490456"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(00900)","COMMUNITY SUPPORT","436412"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01000)","INVESTMENT INCOME","11600"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01100)","OTHER PROGRAM INCOME","120395"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01200)","NET INCOME OTHER PROVIDER #S","-1408516"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01300)","ROOM AND BOARD","432044"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01400)", , ,"-408065"
"HOSPC","hospc_2013_DATA",33868,"G200002","Line(01500)", , ,"15898521"
