"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34107","S000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final"
 , , , , , , , , , , , 
"Entity[34107] Report(S000000)", , , , , ,"Entity[34107] Report(S000000[0100])","Entity[34107] Report(S000000[0200])","Entity[34107] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",34107,"S000000","Line(00100)", ,"1","04/24/2014","N"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34107","S100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1"
 , , , , , , , , , , , 
"Entity[34107] Report(S100000)", , , , , ,"Entity[34107] Report(S100000[0100])","Entity[34107] Report(S100000[0200])","Entity[34107] Report(S100000[0300])","Entity[34107] Report(S100000[0400])","Entity[34107] Report(S100000[0500])"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00100)", ,"ALLSTAR HOSPICE  INC.","9360 CONCOURSE DR","HOUSTON","TX","77036"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00200)", ,"HARRIS"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00300)", ,"11/18/2012"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00400)", ,"11/18/2012","11/18/2012"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00500)", ,"11/18/2012","12/31/2012"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00600)", ,"671757"
"HOSPC","hospc_2013_DATA",34107,"S100000","Line(00700)", ,"4"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
