"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34976","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34976] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(00100)", ,"20735", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(01100)", ,"20735", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(03300)", ,"20735", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(03600)", ,"-2807", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(04200)", ,"-2807", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(04400)", ,"4247", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(04900)", ,"4247", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(05000)", ,"1440", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(05100)", ,"49155", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G000000","Line(05800)", ,"49155", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34976","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34976] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G100000","Line(00100)", ,"49155", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G100000","Line(00300)", ,"49155", , , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G100000","Line(01100)", ,"49155", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34976","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[34976] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",34976,"G200002","Line(01500)", , ,"29860", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
