"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33969","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[33969] Report(A000000[0000])","Entity[33969] Report(A000000[0100])","Entity[33969] Report(A000000[0200])", , ,"Entity[33969] Report(A000000[0500])","Entity[33969] Report(A000000[0600])", ,"Entity[33969] Report(A000000[0800])","Entity[33969] Report(A000000[0900])","Entity[33969] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"10800","10800", ,"10800", ,"10800", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"2130","2130", ,"2130", ,"2130", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","45444","14017", , ,"128454","187915", ,"187915","-12406","175509", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01500)","1500PHYSICIAN SERVICES","19500","6018", , , ,"25518", ,"25518", ,"25518", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01600)","1600NURSING CARE","55977","17272", , , ,"73249", ,"73249", ,"73249", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","9006","2778", , , ,"11784", ,"11784", ,"11784", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","7871","2429", , , ,"10300", ,"10300", ,"10300", , , , , 
"hospc_2013_DATA",33969,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33969,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","21556","6652", , , ,"28208", ,"28208", ,"28208", , , , , 
