"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34683","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34683] Report(A000000[0000])","Entity[34683] Report(A000000[0100])","Entity[34683] Report(A000000[0200])","Entity[34683] Report(A000000[0300])","Entity[34683] Report(A000000[0400])","Entity[34683] Report(A000000[0500])","Entity[34683] Report(A000000[0600])", ,"Entity[34683] Report(A000000[0800])","Entity[34683] Report(A000000[0900])","Entity[34683] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"18590","18590", ,"18590", ,"18590", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34683,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","92128","24075", ,"4000","62127","182330", ,"182330","-24932","157398", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"38741","38741", ,"38741","-26891","11850", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34683,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"51000", ,"51000", ,"51000", ,"51000", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(01600)","1600NURSING CARE","86951","22722","5880", ,"30563","146116", ,"146116", ,"146116", , , , , 
"hospc_2013_DATA",34683,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
