"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34250","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34250] Report(A000000[0000])","Entity[34250] Report(A000000[0100])","Entity[34250] Report(A000000[0200])","Entity[34250] Report(A000000[0300])","Entity[34250] Report(A000000[0400])","Entity[34250] Report(A000000[0500])","Entity[34250] Report(A000000[0600])","Entity[34250] Report(A000000[0700])","Entity[34250] Report(A000000[0800])","Entity[34250] Report(A000000[0900])","Entity[34250] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"2172","2172", ,"2172", ,"2172", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"73526","73526", ,"73526", ,"73526", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","916579","226488","38056","158762","2104651","3444536","-8825","3435711","-2107793","1327918", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01500)","1500PHYSICIAN SERVICES","51144","12878","4319", ,"731","69072", ,"69072", ,"69072", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01600)","1600NURSING CARE","595974","149839","33617","10385","288886","1078701","-394","1078307", ,"1078307", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , ,"305","305", ,"305", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01700)","1700PHYSICAL THERAPY","1120","323","137", ,"196","1776", ,"1776", ,"1776", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY","54179","13376","3835", , ,"71390", ,"71390", ,"71390", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","165015","41914","23407", ,"1642","231978","-2085","229893", ,"229893", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","81522","20707", , , ,"102229","-1607","100622", ,"100622", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02200)","2200DIETARY COUNSELING","60","15", , , ,"75", ,"75", ,"75", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","214956","53814","35198", , ,"303968","-86","303882", ,"303882", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , ,"86","86", ,"86", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"299879","299879", ,"299879", ,"299879", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"7646", , ,"7646", ,"7646", ,"7646", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"-134","-134", ,"-134", ,"-134", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , ,"12606","12606", ,"12606", , , , , 
"hospc_2013_DATA",34250,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34250,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
