"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36055","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36055] Report(D000000[0100])","Entity[36055] Report(D000000[0200])","Entity[36055] Report(D000000[0300])","Entity[36055] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00100)", , , , ,"3605091", , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00200)", , , , ,"41540", , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00300)", , , , ,"87", , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00400)", ,"36346", , , , , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00500)", ,"3154469", , , , , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00600)", , ,"225", , , , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(00700)", , ,"19528", , , , , , , , , , , , , 
"hospc_2013_DATA",36055,"D000000","Line(01200)", , , ,"4969", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
