"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36556","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36556] Report(D000000[0100])","Entity[36556] Report(D000000[0200])","Entity[36556] Report(D000000[0300])","Entity[36556] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00100)", , , , ,"9760296", , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00200)", , , , ,"64984", , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00300)", , , , ,"150", , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00400)", ,"58779", , , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00500)", ,"8828606", , , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00600)", , ,"1883", , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00700)", , ,"282827", , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00800)", ,"8171", , , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(00900)", ,"1227284", , , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(01000)", , ,"384", , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(01100)", , ,"57677", , , , , , , , , , , , , 
"hospc_2013_DATA",36556,"D000000","Line(01200)", , , ,"4322", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
