"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34164","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34164] Report(A000000[0000])","Entity[34164] Report(A000000[0100])","Entity[34164] Report(A000000[0200])","Entity[34164] Report(A000000[0300])","Entity[34164] Report(A000000[0400])","Entity[34164] Report(A000000[0500])","Entity[34164] Report(A000000[0600])","Entity[34164] Report(A000000[0700])","Entity[34164] Report(A000000[0800])", ,"Entity[34164] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"6107","6107", ,"6107", ,"6107", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"10557","10557", ,"10557", ,"10557", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"8774","8774", ,"8774", ,"8774", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","151805","36062","3095","14949","44506","250417","-28","250389", ,"250389", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"27705", ,"27705", ,"27705", ,"27705", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"5822", ,"5822", ,"5822", ,"5822", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"7415", ,"7415", ,"7415", ,"7415", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01600)","1600NURSING CARE","281540","66880","36847", , ,"385267", ,"385267", ,"385267", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"375", ,"375", ,"375", ,"375", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02100)","2100SPIRITUAL COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02300)","2300COUNSELING-OTHER","87303","20739","8000", , ,"116042", ,"116042", ,"116042", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","50533","12004","20333", , ,"82870", ,"82870", ,"82870", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"55869", ,"55869", ,"55869", ,"55869", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"37579", ,"37579", ,"37579", ,"37579", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"6725", ,"6725", ,"6725", ,"6725", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"529", ,"529", ,"529", ,"529", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"19412", ,"19412", ,"19412", ,"19412", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"177", ,"177", ,"177", ,"177", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , ,"80","80", ,"80", ,"80", , , , , 
"hospc_2013_DATA",34164,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34164,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , ,"4291","4291","28","4319", ,"4319", , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34164","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , ,"Entity[34164] Report(A100000[0500])", ,"Entity[34164] Report(A100000[0700])","Entity[34164] Report(A100000[0800])","Entity[34164] Report(A100000[0900])", , , , , , 
"hospc_2013_DATA",34164,"A100000","Line(00600)", , , , , , , , ,"151805","151805", , , , , , 
"hospc_2013_DATA",34164,"A100000","Line(01600)", , , , , ,"281540", , , ,"281540", , , , , , 
"hospc_2013_DATA",34164,"A100000","Line(02300)", , , , , , , , ,"87303","87303", , , , , , 
"hospc_2013_DATA",34164,"A100000","Line(02400)", , , , , , , ,"50533", ,"50533", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34164","A200000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
