"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34143","S000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final"
 , , , , , , , , , , , 
"Entity[34143] Report(S000000)", , , , , ,"Entity[34143] Report(S000000[0100])","Entity[34143] Report(S000000[0200])","Entity[34143] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",34143,"S000000","Line(00100)", ,"1","04/28/2014","N"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34143","S100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1"
 , , , , , , , , , , , 
"Entity[34143] Report(S100000)", , , , , ,"Entity[34143] Report(S100000[0100])","Entity[34143] Report(S100000[0200])","Entity[34143] Report(S100000[0300])","Entity[34143] Report(S100000[0400])","Entity[34143] Report(S100000[0500])","Entity[34143] Report(S100000[0600])"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00100)", ,"HOSPICE OF KITSAP COUNTY","10356 SILVERDALE WAY NW","SILVERDALE","WA","98383"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00200)", ,"KITSAP"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00300)", ,"12/21/1979"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00400)", ,"02/28/1988","12/25/1988"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00500)", ,"01/01/2013","12/31/2013"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00600)", ,"501517"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00700)", ,"2"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(00900)", ,"20226","1234","1265","54","2178","23638"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01000)", ,"518","33", , ,"227","778"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01100)", ,"502","99", , ,"166","767"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01200)", ,"21246","1366","1265","54","2571","25183"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01300)", ,"536","25","33","4","104","665"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01500)", ,"40","55","38","14","25","38"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01600)", ,"495","22","31","3","95","612"
"HOSPC","hospc_2013_DATA",34143,"S100000","Line(01800)", ,"N"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
